Year,State,Exam ,School_ID,Avg_marks,Min_marks,Max_marks,pass_percentage,Exam_comparison,Yearly_Improvement,Average_attendance,school_type
2024,Rajasthan,annual,121,74.43,34,86,97.68,0.6,2.4,96.4,Aided
2024,Rajasthan,annual,121,78.77,55,82,73.4,-2.2,2.5,96.2,Private
2024,Rajasthan,annual,121,76.71,47,95,82.65,-2.5,3.2,95.4,Aided
2024,Rajasthan,annual,121,85.32,43,87,61.31,-0.3,2.4,94.5,Aided
2024,Rajasthan,annual,121,59.97,54,87,94.17,4.8,4.5,81.6,Aided
2024,Rajasthan,annual,121,50.62,40,87,54,1.4,4.4,76.5,Aided
2024,Rajasthan,annual,121,40.98,39,81,66.83,3.3,2.5,87.4,Aided
2024,Rajasthan,annual,121,53.34,53,85,67.7,-4.5,2.4,85.4,Private
2024,Rajasthan,annual,121,60.32,67,88,71.22,-2.2,2.1,83,Private
2024,Rajasthan,annual,121,67.87,61,81,58.42,3.2,3.9,75.3,Private
2024,Rajasthan,annual,121,56.49,32,81,81.68,1.5,4.5,80,Aided
2024,Rajasthan,annual,121,45.79,33,88,99.59,4.1,2.6,78,Aided
2024,Rajasthan,annual,121,59.54,54,82,86.89,2,3.5,94.8,Government
2024,Rajasthan,annual,121,90.59,63,87,89.17,1.1,4.1,79.3,Private
2024,Rajasthan,annual,121,83.8,55,93,54.61,-0.8,2.6,84.3,Aided
2024,Rajasthan,annual,121,92.49,56,93,65.72,-2.6,2.6,81.3,Private
2024,Rajasthan,annual,121,55.33,38,90,65.88,-2,4,83.7,Government
2024,Rajasthan,annual,121,84.92,43,93,86.13,-4.3,3.3,91.6,Aided
2024,Rajasthan,annual,121,92.63,63,97,51.18,-3.7,4.9,82.1,Aided
2024,Rajasthan,annual,121,55.83,32,100,68.09,-4.1,3.4,77.7,Aided
2024,Rajasthan,annual,121,67.68,42,90,57.71,-2.2,3.6,94.5,Government
2024,Rajasthan,annual,121,73.3,64,85,98.8,0.1,2.9,86.1,Private
2024,Rajasthan,annual,121,45.94,43,87,66.48,2.1,2.1,80.4,Government
2024,Rajasthan,annual,121,93.03,45,100,65.69,4.9,3.6,88.3,Government
2024,Sikkim,Quarterly,122,69.74,61,82,85.74,1.8,3.6,82.8,Aided
2024,Sikkim,Quarterly,122,72.58,45,80,83.06,-1.2,3.6,94.3,Government
2024,Sikkim,Quarterly,122,53.21,41,95,91.53,3.1,3.1,98.2,Government
2024,Sikkim,Quarterly,122,70.46,30,87,88.36,-4.9,4.7,88.7,Government
2024,Sikkim,Quarterly,122,41.12,52,84,78.45,-3.8,4.1,81.1,Government
2024,Sikkim,Quarterly,122,85.5,49,99,85.53,1.9,2.7,87.6,Private
2024,Sikkim,Quarterly,122,72.95,40,80,70.98,-2,3.1,78.9,Private
2024,Sikkim,Quarterly,122,63.63,54,89,84.32,-0.4,2.6,99,Aided
2024,Sikkim,Quarterly,122,74.35,36,85,55.29,-2,2.5,97.5,Government
2024,Sikkim,Quarterly,122,72.6,30,90,58.7,-1.5,3.6,82.7,Aided
2024,Sikkim,Quarterly,122,45.45,43,86,86.5,-4.7,4.4,82.9,Government
2024,Sikkim,Quarterly,122,62.81,60,82,90.62,4.3,4.5,97.9,Government
2024,Sikkim,Quarterly,122,49.84,32,80,79.45,-4.2,3.1,83.8,Government
2024,Sikkim,Quarterly,122,82.63,30,83,95.13,-2.1,2.8,90.2,Private
2024,Sikkim,Quarterly,122,58.34,50,80,62.06,4.6,2.1,86.6,Aided
2024,Sikkim,Quarterly,122,74.14,44,86,90.46,-4.3,2.4,90.3,Government
2024,Sikkim,Quarterly,122,85.36,57,85,57.26,-0.9,4.7,85.8,Aided
2024,Sikkim,Quarterly,122,50.3,59,86,96.01,4.2,3.1,98.1,Private
2024,Sikkim,Quarterly,122,62.27,45,99,97.04,2.8,4.3,99.4,Aided
2024,Sikkim,Quarterly,122,92.02,38,97,62.38,3,3.5,86.3,Aided
2024,Sikkim,Quarterly,122,48.82,36,98,58.59,3.2,3.6,78.5,Private
2024,Sikkim,Quarterly,122,82.17,50,80,86.61,0.4,3,86.2,Private
2024,Sikkim,Quarterly,122,69.06,50,97,64.46,1.4,4.3,88,Private
2024,Sikkim,Quarterly,122,41.38,51,80,91.18,4.2,3.3,84.3,Private
2024,Sikkim,Quarterly,122,73.39,70,84,74.19,4.2,4.2,86.4,Private
2024,Sikkim,Quarterly,122,60.52,30,88,90.68,2.9,2.5,77.2,Private
2024,Sikkim,Quarterly,122,47.38,63,89,69.37,-0.5,2.6,87.3,Aided
2024,Sikkim,Quarterly,122,49.74,32,98,85.73,0.9,2.8,86.4,Aided
2024,Sikkim,Quarterly,122,72.57,68,87,90.69,-2.1,2.4,85.9,Private
2024,Sikkim,Quarterly,122,43.5,39,92,77.89,-1.8,3.5,81.7,Private
2024,Sikkim,Quarterly,122,91.95,45,86,80.62,1.4,3.7,83.4,Private
2024,Sikkim,Quarterly,122,56.65,40,86,95.38,1.8,3.2,95.6,Government
2024,Sikkim,Quarterly,122,67.05,59,97,87.97,-3.6,3.1,87.4,Aided
2024,Sikkim,Quarterly,122,87.3,58,86,77.76,-3.2,4.6,91.6,Aided
2024,Sikkim,Quarterly,122,51.95,38,99,67.92,2.8,4.5,94.5,Private
2024,Sikkim,Quarterly,122,72.08,64,95,57.74,0.8,2.9,91.7,Private
2024,Sikkim,Quarterly,122,73.94,32,80,64.75,-0.3,3.4,80.1,Government
2024,Sikkim,Quarterly,122,72.18,39,90,79.54,-0.1,2.7,98,Aided
2024,Sikkim,Quarterly,122,57.17,38,94,77.99,-0.6,2.2,75.9,Government
2024,Sikkim,Quarterly,122,47.84,37,84,91.72,-4.9,4.2,93.9,Aided
2024,Sikkim,Quarterly,122,84.51,63,94,58.43,4.7,3.2,98,Government
2024,Sikkim,Quarterly,122,44.97,36,85,61.18,-0.2,4.5,90.3,Government
2024,Sikkim,Quarterly,122,65.17,35,90,98.87,1.8,4.8,87.5,Private
2024,Sikkim,Quarterly,122,58.19,35,93,92.8,3.1,4.4,76,Aided
2024,Sikkim,Quarterly,122,77.47,58,87,50.32,-2.7,3.5,85.2,Private
2024,Sikkim,Quarterly,122,65.63,70,90,61.98,0.3,2.5,93.3,Government
2024,Sikkim,Quarterly,122,94.26,65,82,91.07,-0.5,2.7,93.6,Aided
2024,Sikkim,Quarterly,122,78.69,70,96,53.56,0.3,3.1,77.6,Government
2024,Sikkim,Quarterly,122,71.18,40,97,64.18,1,5,86.9,Government
2024,Sikkim,Quarterly,122,47.36,64,82,51.3,1,2.3,94.3,Government
2024,Sikkim,Quarterly,122,44.01,39,92,60.23,4.9,3.2,90.2,Government
2024,Sikkim,Quarterly,122,94.98,67,93,87.89,1.9,3.2,99.2,Aided
2024,Sikkim,Quarterly,122,49.68,58,85,92.14,1.1,4.8,98.3,Aided
2024,Sikkim,Quarterly,122,68.89,35,98,53.09,-3.6,3.3,87.7,Government
2024,Sikkim,Quarterly,122,93.92,43,86,95.11,-3.4,4,91.6,Government
2024,Sikkim,Quarterly,122,64.64,64,89,92.19,0.7,3.6,84.3,Government
2024,Sikkim,Quarterly,122,76.97,40,87,64.98,-2.5,3.1,87.3,Aided
2024,Sikkim,Quarterly,122,66.87,36,87,91.15,0.7,4.8,78.8,Aided
2024,Sikkim,Quarterly,122,65.73,30,94,58.1,-2.4,2.9,93.8,Private
2024,Sikkim,Quarterly,122,56.68,36,89,96.88,4.6,4,85,Aided
2024,Sikkim,Quarterly,122,80.96,48,96,75.75,2.2,3.6,80.8,Private
2024,Sikkim,Quarterly,122,58.37,59,82,66.8,-3.8,3.6,81.7,Government
2024,Sikkim,Quarterly,122,58.53,45,94,76.83,0.9,2.2,78.7,Private
2024,Sikkim,Quarterly,122,85.12,49,92,93.56,-1.3,4.1,98.9,Aided
2024,Sikkim,Quarterly,122,64.45,48,87,83.25,-1.9,2.1,95,Aided
2024,Sikkim,Quarterly,122,42.06,68,81,91.28,-2.9,2.2,95,Government
2024,Sikkim,Quarterly,122,41.26,36,94,92.53,1.9,4.2,96.9,Private
2024,Sikkim,Quarterly,122,51.13,39,100,64.01,-0.7,3.8,78.4,Aided
2024,Sikkim,Quarterly,122,59.75,63,83,52.99,-1.5,4.7,78.1,Government
2024,Sikkim,Quarterly,122,65.24,60,80,96.18,-3.8,4.1,96.4,Private
2024,Sikkim,Quarterly,122,42.85,58,91,66.34,-1.4,2,83.1,Private
2024,Sikkim,Quarterly,122,49.89,34,82,64.05,3.2,4.6,75,Aided
2024,Sikkim,Quarterly,122,52.11,50,80,86.3,4.9,4.6,82.9,Government
2024,Sikkim,Quarterly,122,40.63,41,100,99.9,2.9,2.2,90,Private
2024,Sikkim,Quarterly,122,77.81,60,91,70.31,3.9,4.4,82.8,Private
2024,Sikkim,Quarterly,122,82.49,47,96,88.31,4.3,3.6,96.6,Government
2024,Sikkim,Quarterly,122,79.33,62,93,85.26,2.5,2.3,95.9,Aided
2024,Sikkim,Quarterly,122,92.36,35,80,85.16,2.3,2.1,82.8,Private
2024,Sikkim,Half Yearly,122,43.11,32,87,93.67,3.3,2.8,92,Private
2024,Sikkim,Half Yearly,122,54.18,44,91,93.73,-4.7,2.3,77.7,Government
2024,Sikkim,Half Yearly,122,65,39,90,62.82,-4.1,3.7,98.6,Government
2024,Sikkim,Half Yearly,122,57.71,37,93,81.54,1.8,4.6,86.1,Government
2024,Sikkim,Half Yearly,122,93.86,50,84,85.42,-1.4,2.6,86.1,Aided
2024,Sikkim,Half Yearly,122,63.58,52,85,54.12,1.8,3.3,82,Private
2024,Sikkim,Half Yearly,122,80.07,51,83,82.96,3.8,4.3,93.8,Private
2024,Sikkim,Half Yearly,122,59.27,37,84,76.08,1.9,2.4,82.2,Private
2024,Sikkim,Half Yearly,122,80.05,39,96,67.28,3.7,2.9,81.5,Private
2024,Sikkim,Half Yearly,122,48.33,66,93,68.5,4.2,2.4,76.1,Government
2024,Sikkim,Half Yearly,122,73.66,46,98,51.75,1.3,2.4,81.8,Aided
2024,Sikkim,Half Yearly,122,78.71,68,81,92.58,2.9,3.8,77.3,Aided
2024,Sikkim,Half Yearly,122,94.55,67,97,66.3,-4,2,86.1,Government
2024,Sikkim,Half Yearly,122,58,52,87,81.76,-0.9,2.2,92.6,Aided
2024,Sikkim,Half Yearly,122,42.73,46,91,78.39,-0.9,4,86,Government
2024,Sikkim,Half Yearly,122,43.44,30,88,66.23,0.4,3.4,81.2,Private
2024,Sikkim,Half Yearly,122,86.63,37,100,72.81,1.7,4.8,97.4,Aided
2024,Sikkim,Half Yearly,122,74.95,42,83,89,-1.6,3.2,80.4,Aided
2024,Sikkim,Half Yearly,122,88.63,45,87,75.81,-3.3,3.8,78.5,Government
2024,Sikkim,Half Yearly,122,89.33,60,90,60.26,-2.1,3.4,77.1,Aided
2024,Sikkim,Half Yearly,122,91.67,36,97,56.89,1.7,2.3,89.9,Aided
2024,Sikkim,Half Yearly,122,57.49,70,80,92.62,-4,3.3,78.9,Aided
2024,Sikkim,Half Yearly,122,86.11,69,93,62.44,-1.9,4.4,87.2,Aided
2024,Sikkim,Half Yearly,122,49.36,38,86,93.67,4.1,2.3,84.2,Private
2024,Sikkim,Half Yearly,122,49.61,35,99,65.03,-5,4.2,91.7,Private
2024,Sikkim,Half Yearly,122,77.09,53,89,64.47,4.2,3.9,97.5,Government
2024,Sikkim,Half Yearly,122,68.8,58,81,59.84,2.2,4.7,77.3,Government
2024,Sikkim,Half Yearly,122,88.6,56,89,77.36,-4.2,3.8,77.8,Aided
2024,Sikkim,Half Yearly,122,83.88,51,90,85.11,1.9,3.8,94,Aided
2024,Sikkim,Half Yearly,122,63.4,48,88,59.44,-2.2,2.6,94.2,Government
2024,Sikkim,Half Yearly,122,90.62,66,95,84.3,-2.6,3.7,82.2,Government
2024,Sikkim,Half Yearly,122,42.26,56,98,77.76,-4.6,2,95.8,Government
2024,Sikkim,Half Yearly,122,50.55,42,98,74.58,2.9,4.7,96.7,Aided
2024,Sikkim,Half Yearly,122,63.33,55,84,71.62,0.4,3.5,84.7,Government
2024,Sikkim,Half Yearly,122,54.72,47,89,97.78,-2.1,4.8,85.5,Government
2024,Sikkim,Half Yearly,122,80.46,49,96,71,2.7,3.3,98,Aided
2024,Sikkim,Half Yearly,122,89.83,43,84,84.11,4,4.4,86.6,Government
2024,Sikkim,Half Yearly,122,86.23,64,85,62.12,-3.1,4.5,87.1,Private
2024,Sikkim,Half Yearly,122,60.98,31,92,50.29,4,2.2,86.2,Aided
2024,Sikkim,Half Yearly,122,47.7,54,80,85.24,-1.5,2.8,79.6,Private
2024,Sikkim,Half Yearly,122,43.71,30,91,51.92,0.7,3.1,90.7,Private
2024,Sikkim,Half Yearly,122,57.98,48,95,90.34,1.7,2.3,85.5,Government
2024,Sikkim,Half Yearly,122,75.19,34,98,98.77,-2.2,2.5,91.1,Government
2024,Sikkim,Half Yearly,122,52.9,64,82,91.63,3.2,4.4,85.6,Aided
2024,Sikkim,Half Yearly,122,44.36,52,91,67.45,2.8,4.2,85.4,Government
2024,Sikkim,Half Yearly,122,92.59,64,86,61.11,4.1,3.1,77.7,Government
2024,Sikkim,Half Yearly,122,41.3,65,91,93,-4.1,2.6,85.8,Aided
2024,Sikkim,Half Yearly,122,85.13,50,89,83.68,4.8,4.2,90.6,Aided
2024,Sikkim,Half Yearly,122,78.27,30,97,73.94,-0.4,4.4,82.9,Government
2024,Sikkim,Half Yearly,122,92.22,51,83,77.16,0.1,2,82.6,Private
2024,Sikkim,Half Yearly,122,72.4,64,86,92.31,-3.2,3.6,84.4,Aided
2024,Sikkim,Half Yearly,122,94.46,38,100,87.68,-0.8,2.9,85.7,Government
2024,Sikkim,Half Yearly,122,70.99,59,93,93.88,-4.5,2.6,97.9,Private
2024,Sikkim,Half Yearly,122,41.79,37,98,87.23,0.3,2.1,91.4,Aided
2024,Sikkim,Half Yearly,122,77.93,47,93,51.68,-2.6,5,97.1,Government
2024,Sikkim,Half Yearly,122,74.98,66,92,68.88,0,4.4,93,Government
2024,Sikkim,Half Yearly,122,81.78,37,89,82.37,-4.2,3.8,87.4,Private
2024,Sikkim,Half Yearly,122,51.8,50,92,51.77,1.9,3.4,99.7,Government
2024,Sikkim,Half Yearly,122,79.24,46,84,60.1,-0.5,3.9,77.2,Government
2024,Sikkim,Half Yearly,122,66.14,66,90,53.46,-3.4,3.2,84.8,Aided
2024,Sikkim,Half Yearly,122,77.66,38,80,72.77,-4.7,3.9,85.9,Private
2024,Sikkim,Half Yearly,122,74.35,34,96,93.43,3.9,3.8,97.9,Aided
2024,Sikkim,Half Yearly,122,41.96,53,96,85.77,3.2,4.8,93.5,Government
2024,Sikkim,Half Yearly,122,61.4,70,86,99.14,2.6,2.5,90.6,Private
2024,Sikkim,Half Yearly,122,83.11,64,97,91.77,0.1,4.4,85.7,Private
2024,Sikkim,Half Yearly,122,42.33,36,88,57.82,2.9,3.1,81.9,Private
2024,Sikkim,Half Yearly,122,66.71,66,100,78.79,-0.5,3.2,91.9,Aided
2024,Sikkim,Half Yearly,122,81.34,57,92,89.84,0.8,3.9,91.6,Government
2024,Sikkim,Half Yearly,122,49.94,66,90,67.57,2.4,3.7,89.4,Private
2024,Sikkim,Half Yearly,122,64.71,64,80,76.15,-4.6,4.5,93.2,Aided
2024,Sikkim,Half Yearly,122,68.7,70,85,57.66,-1.3,4.4,82.8,Government
2024,Sikkim,Half Yearly,122,77.12,57,91,82.63,-4.4,3.3,93.2,Government
2024,Sikkim,Half Yearly,122,51.18,39,85,89.11,4.3,4.6,83.1,Government
2024,Sikkim,Half Yearly,122,41.98,42,81,99.41,-1.4,2,81.8,Aided
2024,Sikkim,Half Yearly,122,91.53,31,81,91.09,-3.2,3.4,99.2,Private
2024,Sikkim,Half Yearly,122,76.29,44,83,81.09,-1.9,4.2,95.8,Private
2024,Sikkim,Half Yearly,122,62.25,64,83,81.91,-2.3,2.9,89.7,Government
2024,Sikkim,Half Yearly,122,56.32,66,82,64.93,1.5,3.5,82.9,Government
2024,Sikkim,Half Yearly,122,48.24,47,99,73.51,-1.3,2,94.6,Aided
2024,Sikkim,Half Yearly,122,60.63,32,89,93.13,3.1,3.1,92.4,Government
2024,Sikkim,Half Yearly,122,92.25,38,82,50.22,1.8,4.5,80,Government
2024,Sikkim,Half Yearly,122,85.44,45,81,89.01,3.9,4.8,87.2,Aided
2024,Sikkim,Half Yearly,122,74.82,49,97,58.26,-1.2,4.3,96.2,Aided
2024,Sikkim,Half Yearly,122,69.03,65,94,69.53,-0.7,4.4,79.4,Private
2024,Sikkim,Half Yearly,122,62.17,70,83,56.09,-4.9,2.1,96.1,Private
2024,Sikkim,Half Yearly,122,59.52,44,96,82.29,1.4,3.5,77.2,Private
2024,Sikkim,Half Yearly,122,82.02,49,93,76.46,2.4,3.3,80.9,Private
2024,Sikkim,Half Yearly,122,42.84,40,100,56.11,-4.8,4.4,78.5,Government
2024,Sikkim,Half Yearly,122,86.25,48,87,58.89,1.3,4.6,77.9,Private
2024,Sikkim,annual,122,56.47,52,94,86.34,-4.8,2.4,76.2,Private
2024,Sikkim,annual,122,93.57,70,95,91.82,2.2,4.4,91.2,Government
2024,Sikkim,annual,122,69.13,30,96,52.57,-4,4.7,96.3,Aided
2024,Sikkim,annual,122,90.38,47,94,96.7,-4.3,2.4,78.9,Aided
2024,Sikkim,annual,122,48.75,47,85,64.36,-2.1,2.9,81.5,Government
2024,Sikkim,annual,122,57.45,69,82,77.06,-1,4.9,88,Aided
2024,Sikkim,annual,122,83.21,42,83,68.55,4.2,4.3,88.9,Government
2024,Sikkim,annual,122,72.83,61,96,81.15,-4,4.8,93.8,Aided
2024,Sikkim,annual,122,65.59,37,95,92.59,3.2,4.5,88.9,Aided
2024,Sikkim,annual,122,82.34,30,99,53.93,-3.4,3.7,95.5,Government
2024,Sikkim,annual,122,60.91,49,87,71.17,2.9,3.9,91.2,Aided
2024,Sikkim,annual,122,69.03,44,81,78.85,-2.5,4.1,82.7,Private
2024,Sikkim,annual,122,62.26,30,92,89.03,3.7,4.8,95.1,Private
2024,Sikkim,annual,122,90.7,60,80,50.27,0.6,3.7,95.5,Aided
2024,Sikkim,annual,122,49.29,64,91,90.66,4.5,4.5,83.2,Aided
2024,Sikkim,annual,122,41.99,49,89,88.96,-2.2,2.4,87.4,Private
2024,Sikkim,annual,122,62.9,37,82,52.69,0.9,3.1,75.8,Aided
2024,Sikkim,annual,122,50.8,67,93,75.15,-4.9,3.3,84.3,Government
2024,Sikkim,annual,122,94.41,52,96,77.95,-4.7,2,75.5,Private
2024,Sikkim,annual,122,86.92,58,80,87.8,4.1,4.5,87.8,Government
2024,Sikkim,annual,122,71.42,52,88,78.46,0.8,3.3,93.9,Aided
2024,Sikkim,annual,122,45.93,33,93,55.27,-2.8,2.3,90.7,Private
2024,Sikkim,annual,122,77.87,34,88,80.72,2.9,3.8,79,Private
2024,Sikkim,annual,122,78.97,31,92,99.11,-1.6,4.9,86.7,Government
2024,Sikkim,annual,122,60.56,62,90,70.94,4.3,4.8,78.4,Aided
2024,Sikkim,annual,122,72.14,37,89,88.51,-3.9,2.9,79.5,Private
2024,Sikkim,annual,122,77.78,44,100,67.64,-1.1,2.9,85.9,Aided
2024,Sikkim,annual,122,84,70,93,93.14,4.1,2.3,98.9,Government
2024,Sikkim,annual,122,74.98,48,91,83.39,4.3,3.9,98.5,Aided
2024,Sikkim,annual,122,84.96,39,100,80.77,-0.3,3.4,80.2,Private
2024,Sikkim,annual,122,71.68,65,99,84.27,-3.9,3.2,91.9,Aided
2024,Sikkim,annual,122,87.39,38,84,91.18,1.8,2.8,83,Private
2024,Sikkim,annual,122,48.96,46,82,85.96,4,3.2,82.1,Private
2024,Sikkim,annual,122,64.06,41,80,79.88,0.6,2.6,86.2,Aided
2024,Sikkim,annual,122,64.7,54,83,76.37,0.1,4.2,81.8,Aided
2024,Sikkim,annual,122,87.16,45,84,53.48,-2.2,3.2,85.7,Private
2024,Sikkim,annual,122,83.85,45,100,64.47,3.8,3,83.7,Government
2024,Sikkim,annual,122,60.72,59,87,51.5,4.4,2.2,82.5,Aided
2024,Sikkim,annual,122,75,57,96,73.12,-2.3,4.3,87.7,Government
2024,Sikkim,annual,122,42.21,41,89,78.15,4.7,3.6,86.5,Government
2024,Sikkim,annual,122,93.33,47,91,67.91,3.2,4.6,87.9,Government
2024,Sikkim,annual,122,48.73,61,92,71.91,2.4,3,85.6,Private
2024,Sikkim,annual,122,66.49,42,89,79.93,-4.4,4.7,85.7,Government
2024,Sikkim,annual,122,90.55,39,93,55.58,3.3,4.4,88.1,Private
2024,Sikkim,annual,122,53.6,41,91,63.24,3.1,2.8,92.3,Government
2024,Sikkim,annual,122,73.9,30,99,68.34,1.6,2.8,84.1,Government
2024,Sikkim,annual,122,78.96,41,86,81.81,-2.8,2.6,99.3,Government
2024,Sikkim,annual,122,90.43,49,85,67.4,4.6,3.6,86.3,Aided
2024,Sikkim,annual,122,59.58,30,86,91.39,1.3,5,94,Government
2024,Sikkim,annual,122,53.08,57,83,56.86,1.6,4.7,96.6,Aided
2024,Sikkim,annual,122,72.97,66,84,70.89,-3.4,4.7,90.1,Government
2024,Sikkim,annual,122,63.53,60,90,80.24,0.3,2.1,85.1,Aided
2024,Sikkim,annual,122,88.62,34,98,74.62,-2.5,3.5,87.8,Private
2024,Sikkim,annual,122,47.29,56,83,82.45,3.4,3,83.9,Government
2024,Sikkim,annual,122,72.79,44,96,56.03,-2.1,3.2,85.5,Private
2024,Sikkim,annual,122,78.96,49,81,75.02,-0.5,4.4,75,Private
2024,Sikkim,annual,122,81.42,32,95,76.14,-3.2,3.5,79.1,Private
2024,Sikkim,annual,122,74.1,59,93,83.41,-3.1,4,96.7,Aided
2024,Sikkim,annual,122,55.41,41,81,87.75,-4.6,3.4,86,Aided
2024,Sikkim,annual,122,77.6,68,82,93.93,4.4,2.2,92.2,Private
2024,Sikkim,annual,122,48.62,36,86,98.95,2.7,4.6,90.6,Private
2024,Sikkim,annual,122,67.69,63,92,74,-3.1,3.5,99,Private
2024,Sikkim,annual,122,90.64,56,96,95.88,-4.6,3.6,87.5,Government
2024,Sikkim,annual,122,65.45,45,95,85.98,0.6,3.6,85,Government
2024,Sikkim,annual,122,42.35,43,99,72.38,-0.7,3.3,86,Aided
2024,Sikkim,annual,122,50.38,30,89,96.9,-3,4.4,82.8,Government
2024,Tamil Nadu,Quarterly,123,77.89,70,91,87.55,2.3,3.8,84.5,Government
2024,Tamil Nadu,Quarterly,123,45,58,80,53.13,-3.2,2.9,88.1,Private
2024,Tamil Nadu,Quarterly,123,64.34,54,99,58.92,4.8,2.5,85.2,Government
2024,Tamil Nadu,Quarterly,123,79.83,47,86,75.81,-3.9,3.7,78.6,Private
2024,Tamil Nadu,Quarterly,123,64.17,70,80,89.47,1.7,3.3,82,Government
2024,Tamil Nadu,Quarterly,123,55.98,50,95,65.02,2.1,4.8,77.5,Private
2024,Tamil Nadu,Quarterly,123,76.81,51,95,85.74,-2.5,4.6,95.8,Private
2024,Tamil Nadu,Quarterly,123,89.56,43,89,87,3.9,3.3,90.8,Aided
2024,Tamil Nadu,Quarterly,123,64.89,57,89,63.81,-3,3.6,85.8,Aided
2024,Tamil Nadu,Quarterly,123,87.86,53,89,67.06,-2.3,2.8,83.8,Government
2024,Tamil Nadu,Quarterly,123,48.44,54,82,60.97,1,3.7,96.9,Government
2024,Tamil Nadu,Quarterly,123,69.08,32,94,69.79,4.3,4.8,94.7,Government
2024,Tamil Nadu,Quarterly,123,65,62,100,71.42,4.8,2.1,91.4,Aided
2024,Tamil Nadu,Quarterly,123,45.37,55,91,87.61,-4.2,2.4,84.4,Private
2024,Tamil Nadu,Quarterly,123,94.31,59,88,71.95,-2.6,3.1,90.5,Aided
2024,Tamil Nadu,Quarterly,123,40.5,58,86,73.21,-3.1,4.2,77.9,Aided
2024,Tamil Nadu,Quarterly,123,79.87,43,98,85.54,3.1,3,93.1,Aided
2024,Tamil Nadu,Quarterly,123,78.27,59,82,71.91,-4.4,4.4,80.9,Private
2024,Tamil Nadu,Quarterly,123,56.85,45,99,69.44,1.8,2.8,95.9,Government
2024,Tamil Nadu,Quarterly,123,92.94,47,88,70.4,-0.5,3.3,95.1,Aided
2024,Tamil Nadu,Quarterly,123,91.87,38,85,54.38,0.2,3.9,94.6,Private
2024,Tamil Nadu,Quarterly,123,62.64,55,84,93.23,1.7,3.5,84.3,Private
2024,Tamil Nadu,Quarterly,123,91.84,40,84,65.74,-2.2,4.5,75.8,Private
2024,Tamil Nadu,Quarterly,123,52.13,49,92,54.03,-0.3,4.5,90.7,Government
2024,Tamil Nadu,Quarterly,123,45.47,55,92,64.57,-1.1,2.7,87.8,Government
2024,Tamil Nadu,Quarterly,123,41.88,66,86,64.27,-3.5,2.1,87,Private
2024,Tamil Nadu,Quarterly,123,63.11,66,83,74.59,-0.4,2,100,Private
2024,Tamil Nadu,Quarterly,123,80.65,66,93,51.99,-1,3.4,78.2,Private
2024,Tamil Nadu,Quarterly,123,43.66,44,85,71.53,2.8,3.3,94.2,Aided
2024,Tamil Nadu,Quarterly,123,51.01,48,80,56.51,-3.2,2.3,94.3,Private
2024,Tamil Nadu,Quarterly,123,56.76,53,96,74.28,-4.7,4.5,75.7,Aided
2024,Tamil Nadu,Quarterly,123,55.43,42,97,94.93,2.4,2.3,77.8,Government
2024,Tamil Nadu,Quarterly,123,65.25,51,95,99.76,5,4.7,85.3,Private
2024,Tamil Nadu,Quarterly,123,48.38,65,84,62.14,4.7,4.1,87.8,Government
2024,Tamil Nadu,Quarterly,123,65.75,57,81,82.28,0,2.3,75.7,Government
2024,Tamil Nadu,Quarterly,123,82.4,55,95,68.1,-3.4,3.3,88.3,Government
2024,Tamil Nadu,Quarterly,123,75.49,35,94,83.89,-3,2.1,81.8,Private
2024,Tamil Nadu,Quarterly,123,53.89,68,90,95.37,1.3,2.9,87.3,Private
2024,Tamil Nadu,Quarterly,123,89.47,61,85,83.17,0.2,2.3,93.6,Private
2024,Tamil Nadu,Quarterly,123,45.09,41,89,74.79,3.2,4.7,81.6,Private
2024,Tamil Nadu,Quarterly,123,94.75,40,87,87.26,0.5,4.2,93.4,Government
2024,Tamil Nadu,Half Yearly,123,84.91,37,94,95.41,4,2.7,80.7,Aided
2024,Tamil Nadu,Half Yearly,123,50.69,32,90,97.36,-2.2,3.9,77.7,Private
2024,Tamil Nadu,Half Yearly,123,76.11,68,91,77.09,-0.3,2.5,98.6,Government
2024,Tamil Nadu,Half Yearly,123,59.23,59,81,89.96,-3.9,3.6,99,Aided
2024,Tamil Nadu,Half Yearly,123,51.58,38,100,82.33,-3,4.9,94.2,Government
2024,Tamil Nadu,Half Yearly,123,58.5,41,98,67.8,4.8,2.9,89,Government
2024,Tamil Nadu,Half Yearly,123,63.74,42,86,61.8,-0.1,4,94.2,Private
2024,Tamil Nadu,Half Yearly,123,53.56,65,98,87.36,1.3,3.4,79.3,Aided
2024,Tamil Nadu,Half Yearly,123,94.08,70,90,53.16,2.1,2.2,90.9,Private
2024,Tamil Nadu,Half Yearly,123,85.65,56,86,53.01,2.2,4.8,90.7,Government
2024,Tamil Nadu,Half Yearly,123,63.64,59,98,91.22,3,2.8,99.2,Private
2024,Tamil Nadu,Half Yearly,123,52.37,58,83,56.8,3.5,3.8,86.4,Government
2024,Tamil Nadu,Half Yearly,123,89.78,62,83,95.25,-0.7,2.2,98.9,Government
2024,Tamil Nadu,Half Yearly,123,74.04,40,93,72.41,3.9,4.3,90.4,Aided
2024,Tamil Nadu,Half Yearly,123,78.4,60,80,69.08,-1.9,3.3,93,Government
2024,Tamil Nadu,Half Yearly,123,60.2,62,85,91.88,-1.7,3.9,99.6,Aided
